CUIT,Razon social,Anticipo,TRX,Rég.,ISIB Anual,DDJJs ISIB,PNG Anual,DDJJs IVA,Cod. Act.,Desc. Act. NAES,Base Imp.,AlicDec.,Imp. Decla.,Obs.,Alic.Leg.,Imp. Determ.,Diferencia,Categoria,Fecha de Proceso,tipo_persona
37727346916,Contribuyente 0211,22025,3937518606,LO,"1.843.151,00",12,0,0,662020,Servicios de productores y asesores de seguros,"240.164,03",3,"7.204,92",SI,"5,5","13.209,02","6.004,10",Masivo,23/04/25,Humana
26343965938,Contribuyente 0212,22025,3960876958,LO,"22.579.841,00",12,0,0,492280,Servicio de transporte automotor urbano de carga n.c.p.,"1.398.500,00","1,5","20.977,50",SI,2,"27.970,00","6.992,50",Masivo,23/04/25,Humana
29746822572,Contribuyente 0213,12025,3962255802,LO,"6.441.545,00",12,0,0,461095,"Venta al por mayor en comisión o consignación de papel, cartón, libros, revistas, diarios, materiales de embalaje y artículos de librería","500.000,00",3,"15.000,00",SI,"5,5","27.500,00","12.500,00",Masivo,23/04/25,Humana
36081665038,Contribuyente 0214,22025,3933740919,LO,"5.283.418,00",12,0,0,461095,"Venta al por mayor en comisión o consignación de papel, cartón, libros, revistas, diarios, materiales de embalaje y artículos de librería","500.000,00",3,"15.000,00",SI,"5,5","27.500,00","12.500,00",Masivo,23/04/25,Humana
29604585240,Contribuyente 0215,22025,3955945636,LO,"5.294.552,00",12,0,0,951100,Reparación y mantenimiento de equipos informáticos,"684.928,00",2,"13.698,56",SI,3,"20.547,84","6.849,28",Masivo,23/04/25,Humana
37610729779,Contribuyente 0216,12025,3975581614,LO,"3.329.404,00",12,0,0,951100,Reparación y mantenimiento de equipos informáticos,"701.930,00",2,"14.038,60",SI,3,"21.057,90","7.019,30",Masivo,23/04/25,Humana
37504209689,Contribuyente 0217,12025,3957087565,CM,"7.032.173,00",12,0,0,841100,Servicios generales de la Administración Pública,"608.906,00","1,5","9.133,59",SI,3,"18.267,18","9.133,59",Masivo,23/04/25,Humana
29580250929,Contribuyente 0218,22025,3939929056,CM,"8.358.649,00",12,0,0,841100,Servicios generales de la Administración Pública,"608.906,00","1,5","9.133,59",SI,3,"18.267,18","9.133,59",Masivo,23/04/25,Humana
26839080884,Contribuyente 0219,12025,3958253147,LO,"4.705.614,00",5,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","1.000.000,00",3,"30.000,00",SI,6,"60.000,00","30.000,00",Masivo,23/04/25,Humana
32986966737,Contribuyente 0220,22025,3934135576,LO,"3.461.556,00",5,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","1.100.000,00",3,"33.000,00",SI,6,"66.000,00","33.000,00",Masivo,23/04/25,Humana
34289544993,Contribuyente 0221,12025,3954471966,CM,"6.912.510,00",12,0,0,422200,"Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos","126.000,00",1,"1.260,00",SI,2,"2.520,00","1.260,00",Masivo,23/04/25,Humana
33670474788,Contribuyente 0222,22025,3930605598,CM,"8.102.460,00",12,0,0,422200,"Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos","135.000,00",1,"1.350,00",SI,2,"2.700,00","1.350,00",Masivo,23/04/25,Humana
21831729588,Contribuyente 0223,22025,3955181000,CM,"-2.849,00",12,0,3,452990,Mantenimiento y reparación del motor n.c.p.; mecánica integral,"3.200.000,00",2,"64.000,00",SI,3,"96.000,00","32.000,00",Masivo,23/04/25,Humana
34788744524,Contribuyente 0224,22025,3967581249,LO,"21.540.961,00",12,9676720,9,476130,"Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería","1.940.000,00","1,5","29.100,00",SI,3,"58.200,00","29.100,00",Masivo,23/04/25,Humana
38272029423,Contribuyente 0225,12025,3957059347,CM,"21.003.781,00",12,0,0,479101,Venta al por menor por internet,"349.300,00","1,5","5.239,50",SI,3,"10.479,00","5.239,50",Masivo,23/04/25,Humana
21617274537,Contribuyente 0226,22025,3945813000,CM,"15.748.323,00",12,0,0,479101,Venta al por menor por internet,"492.450,00","1,5","7.386,75",SI,3,"14.773,50","7.386,75",Masivo,23/04/25,Humana
34708739741,Contribuyente 0227,22025,3961148981,LO,"14.316.850,00",12,0,0,952910,"Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías","132.600,00",2,"2.652,00",SI,3,"3.978,00","1.326,00",Masivo,23/04/25,Humana
31955362797,Contribuyente 0228,12025,3955830990,LO,"23.413.527,00",12,0,0,952910,"Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías","990.500,00",2,"19.810,00",SI,3,"29.715,00","9.905,00",Masivo,23/04/25,Humana
27164275064,Contribuyente 0229,12025,3936217948,LO,"2.475.792,00",12,0,0,702099,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.","397.400,00","1,5","5.961,00",SI,3,"11.922,00","5.961,00",Masivo,23/04/25,Humana
30680186993,Contribuyente 0230,12025,3943567726,CM,"13.567.014,00",12,0,0,551090,Servicios de hospedaje temporal n.c.p.,"278.400,00","1,5","4.176,00",SI,3,"8.352,00","4.176,00",Masivo,23/04/25,Humana
27043386007,Contribuyente 0231,22025,3931000640,CM,"9.071.255,00",12,0,0,551090,Servicios de hospedaje temporal n.c.p.,"278.400,00","1,5","4.176,00",SI,3,"8.352,00","4.176,00",Masivo,23/04/25,Humana
37285453746,Contribuyente 0232,12025,3951895623,CM,"18.108.242,00",12,0,0,952100,Reparación de artículos eléctricos y electrónicos de uso doméstico,"1.665.000,00","2,5","41.625,00",SI,3,"49.950,00","8.325,00",Masivo,23/04/25,Humana
28708707201,Contribuyente 0233,12025,3943202550,LO,"15.371.333,00",12,0,0,631120,Hospedaje de datos,"1.074.760,00",2,"21.495,20",SI,3,"32.242,80","10.747,60",Masivo,23/04/25,Humana
25130280956,Contribuyente 0234,22025,3935099045,LO,"15.882.525,00",12,0,0,631120,Hospedaje de datos,"2.728.000,00",2,"54.560,00",SI,3,"81.840,00","27.280,00",Masivo,23/04/25,Humana
33056989400,Contribuyente 0235,22025,3961728422,CM,"3.274.125,00",12,3944349,12,692000,"Servicios de contabilidad, auditoría y asesoría fiscal","588.297,57","2,5","14.707,44",SI,3,"17.648,93","2.941,49",Masivo,23/04/25,Humana
34601934867,Contribuyente 0236,12025,3960384236,CM,"5.138.355,00",12,3944443,12,692000,"Servicios de contabilidad, auditoría y asesoría fiscal","3.836.231,47","2,5","95.905,79",SI,3,"115.086,94","19.181,15",Masivo,23/04/25,Humana
30670671490,Contribuyente 0237,12025,3937312100,LO,"1.153.992,00",3,0,0,530090,Servicios de mensajerías.,"2.070.550,00","1,5","31.058,25",SI,3,"62.116,50","31.058,25",Masivo,23/04/25,Humana
37226706405,Contribuyente 0238,22025,3937358911,LO,"1.055.018,00",3,0,0,530090,Servicios de mensajerías.,"2.418.299,96","1,5","36.274,50",SI,3,"72.549,00","36.274,50",Masivo,23/04/25,Humana
32287539276,Contribuyente 0239,12025,3960736568,CM,"6.756.074,00",12,0,0,662090,Servicios auxiliares a los servicios de seguros n.c.p.,"353.762,50",3,"10.612,88",SI,"5,5","19.456,94","8.844,06",Masivo,23/04/25,Humana
32295520426,Contribuyente 0240,22025,3938252732,LO,"12.477.851,00",12,0,0,433010,"Instalaciones de carpintería, herrería de obra y artística","1.794.000,00","1,5","26.910,00",SI,2,"35.880,00","8.970,00",Masivo,23/04/25,Humana
31517647023,Contribuyente 0241,12025,3951705396,LO,"6.028.461,00",12,0,0,471191,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p., excepto tabaco, cigarros y cigarrillos","1.029.620,00","1,5","15.444,30",SI,3,"30.888,60","15.444,30",Masivo,23/04/25,Humana
23839444988,Contribuyente 0242,22025,3937416916,LO,"4.023.653,00",12,0,0,471191,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p., excepto tabaco, cigarros y cigarrillos","1.220.700,00","1,5","18.310,50",SI,3,"36.621,00","18.310,50",Masivo,23/04/25,Humana
29420420268,Contribuyente 0243,22025,3959120714,LO,"6.873.859,00",12,0,0,960990,Servicios personales n.c.p.,"544.591,00",2,"10.891,82",SI,3,"16.337,73","5.445,91",Masivo,23/04/25,Humana
26828903504,Contribuyente 0244,12025,3955897469,LO,"9.773.012,00",12,0,0,960990,Servicios personales n.c.p.,"743.690,00",2,"14.873,80",SI,3,"22.310,70","7.436,90",Masivo,23/04/25,Humana
40167712621,Contribuyente 0245,12025,3931720013,LO,"15.649.361,00",12,0,0,711001,Servicios relacionados con la construcción.,"100.000,00","1,5","1.500,00",SI,2,"2.000,00",500,Masivo,23/04/25,Humana
35639869976,Contribuyente 0246,22025,3975439880,LO,"12.626.779,00",12,0,0,711001,Servicios relacionados con la construcción.,"845.000,00","1,5","12.675,00",SI,2,"16.900,00","4.225,00",Masivo,23/04/25,Humana
22063047819,Contribuyente 0247,12025,3975423930,LO,"9.430.936,00",12,0,0,461095,"Venta al por mayor en comisión o consignación de papel, cartón, libros, revistas, diarios, materiales de embalaje y artículos de librería","340.000,00",3,"10.200,00",SI,"5,5","18.700,00","8.500,00",Masivo,23/04/25,Humana
21485265902,Contribuyente 0248,22025,3979376031,CM,"19.016.463,00",12,0,0,711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,"4.495.977,00","1,5","67.439,66",SI,3,"134.879,31","67.439,65",Masivo,23/04/25,Humana
39020090701,Contribuyente 0249,22025,3963520742,LO,"-8.934,00",0,0,0,960990,Servicios personales n.c.p.,"2.962.500,00",2,"59.250,00",SI,3,"88.875,00","29.625,00",Masivo,23/04/25,Humana
32687818468,Contribuyente 0250,12025,3956038273,CM,"5.007.326,00",12,0,0,452401,"Reparaciones eléctricas del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización","260.264,43","1,65","4.294,36",SI,3,"7.807,93","3.513,57",Masivo,23/04/25,Humana
28766090842,Contribuyente 0251,22025,3951918584,CM,"7.652.427,00",12,0,0,452401,"Reparaciones eléctricas del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización","1.118.198,15","1,65","18.450,27",SI,3,"33.545,94","15.095,67",Masivo,23/04/25,Humana
21797431158,Contribuyente 0252,12025,3951925621,LO,"15.454.485,00",12,0,0,662020,Servicios de productores y asesores de seguros,"106.365,01",5,"5.318,25",SI,"5,5","5.850,08","531,83",Masivo,23/04/25,Humana
37328997759,Contribuyente 0253,22025,3937461381,LO,"24.563.704,00",12,0,0,662020,Servicios de productores y asesores de seguros,"106.652,93",5,"5.332,65",SI,"5,5","5.865,91","533,26",Masivo,23/04/25,Humana
29023863002,Contribuyente 0254,12025,3962690459,LO,"6.129.255,00",12,0,0,960990,Servicios personales n.c.p.,"655.900,00","1,5","9.838,50",SI,3,"19.677,00","9.838,50",Masivo,23/04/25,Humana
27512964339,Contribuyente 0255,22025,3935635255,CM,"5.620.106,00",12,0,0,662020,Servicios de productores y asesores de seguros,"256.660,47",3,"7.699,81",SI,"5,5","14.116,33","6.416,52",Masivo,23/04/25,Humana
33525326282,Contribuyente 0256,12025,3962165349,CM,"3.174.248,00",12,0,0,662020,Servicios de productores y asesores de seguros,"295.219,92",3,"8.856,60",SI,"5,5","16.237,10","7.380,50",Masivo,23/04/25,Humana
36471020333,Contribuyente 0257,12025,3940057697,CM,"4.929.727,00",11,0,0,662020,Servicios de productores y asesores de seguros,"294.514,62",3,"8.835,44",SI,"5,5","16.198,30","7.362,86",Masivo,23/04/25,Humana
32516906189,Contribuyente 0258,22025,3944986424,CM,"4.176.542,00",11,0,0,662020,Servicios de productores y asesores de seguros,"330.163,72",3,"9.904,91",SI,"5,5","18.159,00","8.254,09",Masivo,23/04/25,Humana
21031442839,Contribuyente 0259,12025,3961199110,CM,"1.054.192,00",12,0,11,523011,Servicios de gestión aduanera realizados por despachantes de aduana,"575.000,00","1,5","8.625,00",SI,3,"17.250,00","8.625,00",Masivo,23/04/25,Humana
34090644216,Contribuyente 0260,22025,3933320494,LO,"20.310.148,00",6,0,0,711001,Servicios relacionados con la construcción.,"2.370.000,00","1,5","35.550,00",SI,2,"47.400,00","11.850,00",Masivo,23/04/25,Humana
20480219245,Contribuyente 0261,12025,3958612578,CM,"1.743.564,00",12,0,0,475290,Venta al por menor de materiales de construcción n.c.p.,"824.998,00","2,5","20.624,95",SI,3,"24.749,94","4.124,99",Masivo,23/04/25,Humana
33007800383,Contribuyente 0262,12025,3937302938,LO,"2.790.757,00",12,0,0,471192,"Venta al por menor de tabaco, cigarros y cigarrillos en kioscos, polirrubros y comercios no especializados n.c.p.","183.743,00",3,"5.512,29",SI,6,"11.024,58","5.512,29",Masivo,23/04/25,Humana
38226192220,Contribuyente 0263,22025,3937816466,LO,"3.945.050,00",12,0,0,471192,"Venta al por menor de tabaco, cigarros y cigarrillos en kioscos, polirrubros y comercios no especializados n.c.p.","210.489,00",3,"6.314,67",SI,6,"12.629,34","6.314,67",Masivo,23/04/25,Humana
39619461791,Contribuyente 0264,12025,3959656364,LO,"9.281.202,00",12,0,0,662020,Servicios de productores y asesores de seguros,"35.907,46",3,"1.077,22",SI,"5,5","1.974,91","897,69",Masivo,23/04/25,Humana
39725933577,Contribuyente 0265,22025,3934226410,LO,"10.717.248,00",8,0,0,452990,Mantenimiento y reparación del motor n.c.p.; mecánica integral,"1.600.000,00",2,"32.000,00",SI,3,"48.000,00","16.000,00",Masivo,23/04/25,Humana
35832240450,Contribuyente 0266,12025,3956802593,LO,"14.084.510,00",8,0,0,452990,Mantenimiento y reparación del motor n.c.p.; mecánica integral,"3.900.000,00",2,"78.000,00",SI,3,"117.000,00","39.000,00",Masivo,23/04/25,Humana
39911975146,Contribuyente 0267,12025,3933686581,LO,"4.146.348,00",12,0,0,711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,"480.000,00",2,"9.600,00",SI,3,"14.400,00","4.800,00",Masivo,23/04/25,Humana
36496131221,Contribuyente 0268,12025,3931599355,LO,"18.813.560,00",12,0,0,813000,Servicios de jardinería y mantenimiento de espacios verdes,"1.092.780,00","1,5","16.391,70",SI,3,"32.783,40","16.391,70",Masivo,23/04/25,Humana
32880088671,Contribuyente 0269,22025,3936424283,LO,"22.191.382,00",12,0,0,813000,Servicios de jardinería y mantenimiento de espacios verdes,"2.795.286,00","1,5","41.929,29",SI,3,"83.858,58","41.929,29",Masivo,23/04/25,Humana
37760981975,Contribuyente 0270,22025,3958237627,LO,"13.701.783,00",12,9410607,12,492299,Servicio de transporte automotor de cargas n.c.p.,"183.400,00",1,"1.834,00",SI,2,"3.668,00","1.834,00",Masivo,23/04/25,Humana
37965741222,Contribuyente 0271,12025,3965993992,LO,"11.247.870,00",12,9410492,12,492299,Servicio de transporte automotor de cargas n.c.p.,"351.150,00",1,"3.511,50",SI,2,"7.023,00","3.511,50",Masivo,23/04/25,Humana
29031319707,Contribuyente 0272,22025,3951907714,CM,"21.635.868,00",12,0,0,869090,Servicios relacionados con la salud humana n.c.p.,"2.806.235,23",1,"28.062,35",SI,"1,1","30.868,59","2.806,24",Masivo,23/04/25,Humana
39354038939,Contribuyente 0273,22025,3956374317,LO,"12.558.399,00",11,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","3.897.835,00",3,"116.935,05",SI,6,"233.870,10","116.935,05",Masivo,23/04/25,Humana
39349019521,Contribuyente 0274,12025,3956941320,CM,"114.024,00",10,0,0,492299,Servicio de transporte automotor de cargas n.c.p.,"170.523,50","1,5","2.557,85",SI,2,"3.410,47","852,62",Masivo,23/04/25,Humana
38967749625,Contribuyente 0275,12025,3936953335,LO,"7.707.429,00",12,0,0,530090,Servicios de mensajerías.,"500.000,00","1,5","7.500,00",SI,3,"15.000,00","7.500,00",Masivo,23/04/25,Humana
26695504623,Contribuyente 0276,22025,3938556859,LO,"7.164.224,00",12,0,0,530090,Servicios de mensajerías.,"500.000,00","1,5","7.500,00",SI,3,"15.000,00","7.500,00",Masivo,23/04/25,Humana
32300712726,Contribuyente 0277,12025,3959909742,CM,"8.752.930,00",12,0,0,960990,Servicios personales n.c.p.,"1.456.140,98","2,5","36.403,52",SI,3,"43.684,23","7.280,71",Masivo,23/04/25,Humana
33219806652,Contribuyente 0278,12025,3936631527,LO,"9.690.865,00",12,0,0,432200,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos","393.040,00","1,5","5.895,60",SI,2,"7.860,80","1.965,20",Masivo,23/04/25,Humana
24385255737,Contribuyente 0279,22025,3928517073,LO,"8.922.742,00",12,0,0,432200,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos","408.500,00","1,5","6.127,50",SI,2,"8.170,00","2.042,50",Masivo,23/04/25,Humana
39313499536,Contribuyente 0280,22025,3951898256,LO,"23.221.676,00",12,0,0,452600,Reparación y pintura de carrocerías; colocación y reparación de guardabarros y protecciones exteriores,"1.885.000,00",2,"37.700,00",SI,3,"56.550,00","18.850,00",Masivo,23/04/25,Humana
32217943857,Contribuyente 0281,12025,3958574906,LO,"8.062.787,00",12,0,0,841900,Servicios auxiliares para los servicios generales de la Administración Pública,"684.000,00","1,5","10.260,00",SI,3,"20.520,00","10.260,00",Masivo,23/04/25,Humana
29729898435,Contribuyente 0282,22025,3950749851,LO,"10.020.517,00",12,0,0,841900,Servicios auxiliares para los servicios generales de la Administración Pública,"684.000,00","1,5","10.260,00",SI,3,"20.520,00","10.260,00",Masivo,23/04/25,Humana
26379891839,Contribuyente 0283,22025,3971197626,LO,"15.147.041,00",12,0,0,461099,Venta al por mayor en comisión o consignación de mercaderías n.c.p.,"1.119.350,00",3,"33.580,50",SI,"5,5","61.564,25","27.983,75",Masivo,23/04/25,Humana
31933774660,Contribuyente 0284,12025,3961657891,LO,"11.532.532,00",12,0,0,530090,Servicios de mensajerías.,"290.498,00","1,5","4.357,47",SI,3,"8.714,94","4.357,47",Masivo,23/04/25,Humana
39914565776,Contribuyente 0285,22025,3950337192,LO,"10.179.749,00",12,0,0,530090,Servicios de mensajerías.,"295.379,00","1,5","4.430,69",SI,3,"8.861,37","4.430,68",Masivo,23/04/25,Humana
33355095877,Contribuyente 0286,22025,3974579004,LO,"5.907.866,00",12,0,0,960990,Servicios personales n.c.p.,"647.600,00","1,5","9.714,00",SI,3,"19.428,00","9.714,00",Masivo,23/04/25,Humana
40628985868,Contribuyente 0287,12025,3959490106,CM,"15.279.225,00",12,0,0,960990,Servicios personales n.c.p.,"120.000,00","2,5","3.000,00",SI,3,"3.600,00",600,Masivo,23/04/25,Humana
22171074203,Contribuyente 0288,22025,3943103900,CM,"4.434.322,00",12,0,0,551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público","16.578,40",1,"165,78",SI,3,"497,35","331,57",Masivo,23/04/25,Humana
22455224981,Contribuyente 0289,22025,3962259767,CM,"-1.922,00",12,0,0,649991,"Servicios de socios inversores en sociedades regulares según Ley 19.550 - S.R.L., S.C.A, etc, excepto socios inversores en sociedades anónimas incluidos en 649999 -","407.221,81",5,"20.361,09",SI,"5,5","22.397,20","2.036,11",Masivo,23/04/25,Humana
31808117795,Contribuyente 0290,22025,3966950773,CM,"15.580.725,00",12,0,0,662020,Servicios de productores y asesores de seguros,"239.002,80",3,"7.170,08",SI,"5,5","13.145,15","5.975,07",Masivo,23/04/25,Humana
31912001649,Contribuyente 0291,12025,3963080232,CM,"8.907.704,00",12,0,0,662020,Servicios de productores y asesores de seguros,"246.856,12",3,"7.405,68",SI,"5,5","13.577,09","6.171,41",Masivo,23/04/25,Humana
26154236592,Contribuyente 0292,12025,3937737554,CM,"9.059.834,00",12,0,0,854920,Enseñanza de cursos relacionados con informática,"811.509,63","1,1","8.926,61",SI,3,"24.345,29","15.418,68",Masivo,23/04/25,Humana
36054841193,Contribuyente 0293,12025,3943974649,LO,"5.621.199,00",12,4894293,12,466200,Venta al por mayor de metales y minerales metalíferos,"342.700,00","1,5","5.140,50",SI,3,"10.281,00","5.140,50",Masivo,23/04/25,Humana
40048899373,Contribuyente 0294,12025,3935982963,LO,"-8.479,00",2,0,0,472120,Venta al por menor de productos de almacén y dietética,"1.470.500,00",1,"14.705,00",SI,"1,5","22.057,50","7.352,50",Masivo,23/04/25,Humana
27671781002,Contribuyente 0295,22025,3942715876,LO,"13.567.202,00",12,13374846,12,530090,Servicios de mensajerías.,"800.435,95","1,5","12.006,54",SI,3,"24.013,08","12.006,54",Masivo,23/04/25,Humana
20573110188,Contribuyente 0296,12025,3959193849,LO,"19.022.881,00",12,13374845,12,530090,Servicios de mensajerías.,"1.202.912,86","1,5","18.043,69",SI,3,"36.087,39","18.043,70",Masivo,23/04/25,Humana
20695925189,Contribuyente 0297,12025,3938027948,LO,"4.968.409,00",12,0,0,813000,Servicios de jardinería y mantenimiento de espacios verdes,"380.000,00",1,"3.800,00",SI,3,"11.400,00","7.600,00",Masivo,23/04/25,Humana
30459837179,Contribuyente 0298,22025,3938729282,LO,"5.369.179,00",12,0,0,813000,Servicios de jardinería y mantenimiento de espacios verdes,"430.000,00",1,"4.300,00",SI,3,"12.900,00","8.600,00",Masivo,23/04/25,Humana
32233908687,Contribuyente 0299,22025,3956783804,CM,"12.326.548,00",12,0,0,951100,Reparación y mantenimiento de equipos informáticos,"936.495,00","1,5","14.047,42",SI,3,"28.094,85","14.047,43",Masivo,23/04/25,Humana
24649975162,Contribuyente 0300,12025,3961303999,CM,"14.668.419,00",12,0,0,702099,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.","1.697.280,00",2,"33.945,60",SI,3,"50.918,40","16.972,80",Masivo,23/04/25,Humana
30765479906,Contribuyente 0301,22025,3935775461,CM,"19.293.933,00",12,0,0,702099,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.","1.812.780,00",2,"36.255,60",SI,3,"54.383,40","18.127,80",Masivo,23/04/25,Humana
34603868438,Contribuyente 0302,12025,3957503588,LO,"9.890.695,00",12,0,0,461099,Venta al por mayor en comisión o consignación de mercaderías n.c.p.,"545.454,55",3,"16.363,64",SI,"5,5","30.000,00","13.636,36",Masivo,23/04/25,Humana
23550078253,Contribuyente 0303,22025,3942965024,LO,"12.335.039,00",12,0,0,461099,Venta al por mayor en comisión o consignación de mercaderías n.c.p.,"1.570.247,93",3,"47.107,44",SI,"5,5","86.363,64","39.256,20",Masivo,23/04/25,Humana
39870908474,Contribuyente 0304,12025,3966515349,CM,"-1.504,00",0,0,0,475120,Venta al por menor de confecciones para el hogar,"5.877.768,65","2,5","146.944,22",SI,3,"176.333,06","29.388,84",Masivo,23/04/25,Humana
34911562993,Contribuyente 0305,22025,3937583986,CM,"7.783.869,00",12,0,0,900021,"Composición y representación de obras teatrales, musicales y artísticas","330.000,00","1,5","4.950,00",SI,3,"9.900,00","4.950,00",Masivo,23/04/25,Humana
29697180500,Contribuyente 0306,12025,3954507783,CM,"14.244.117,00",12,0,0,900021,"Composición y representación de obras teatrales, musicales y artísticas","700.000,00","1,5","10.500,00",SI,3,"21.000,00","10.500,00",Masivo,23/04/25,Humana
27917634032,Contribuyente 0307,22025,3931039635,LO,"-2.920,00",0,0,0,952100,Reparación de artículos eléctricos y electrónicos de uso doméstico,"5.122.111,00",1,"51.221,11",SI,3,"153.663,33","102.442,22",Masivo,23/04/25,Humana
36163351919,Contribuyente 0308,12025,3957832531,CM,"17.866.189,00",12,0,0,478090,Venta al por menor de productos n.c.p. en puestos móviles y mercados,"218.852,56","2,5","5.471,31",SI,3,"6.565,58","1.094,27",Masivo,23/04/25,Humana
30529148701,Contribuyente 0309,22025,3939091875,CM,"15.998.585,00",12,0,0,478090,Venta al por menor de productos n.c.p. en puestos móviles y mercados,"600.901,21","2,5","15.022,53",SI,3,"18.027,04","3.004,51",Masivo,23/04/25,Humana
29216168340,Contribuyente 0310,12025,3962225848,CM,"11.906.186,00",12,0,0,841100,Servicios generales de la Administración Pública,"1.001.470,00","1,5","15.022,05",SI,3,"30.044,10","15.022,05",Masivo,23/04/25,Humana
40584256388,Contribuyente 0311,22025,3939863228,CM,"9.430.026,00",12,0,0,841100,Servicios generales de la Administración Pública,"1.053.440,00","1,5","15.801,60",SI,3,"31.603,20","15.801,60",Masivo,23/04/25,Humana
37764082030,Contribuyente 0312,12025,3967333150,LO,"10.963.504,00",11,0,0,471191,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p., excepto tabaco, cigarros y cigarrillos","890.500,00","1,5","13.357,50",SI,3,"26.715,00","13.357,50",Masivo,23/04/25,Humana
31052398368,Contribuyente 0313,22025,3937416548,LO,"10.806.418,00",11,0,0,471191,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p., excepto tabaco, cigarros y cigarrillos","911.000,00","1,5","13.665,00",SI,3,"27.330,00","13.665,00",Masivo,23/04/25,Humana
29483718886,Contribuyente 0314,12025,3958198147,LO,"4.184.624,00",9,0,0,331301,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes, excepto para uso personal o doméstico","319.319,00","1,5","4.789,79",SI,3,"9.579,57","4.789,78",Masivo,23/04/25,Humana
22701352772,Contribuyente 0315,22025,3931590932,LO,"3.921.637,00",9,0,0,331301,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes, excepto para uso personal o doméstico","1.276.700,00","1,5","19.150,50",SI,3,"38.301,00","19.150,50",Masivo,23/04/25,Humana
25421552595,Contribuyente 0316,22025,3956408381,LO,"-5.404,00",1,0,0,530090,Servicios de mensajerías.,"946.600,00","1,5","14.199,00",SI,3,"28.398,00","14.199,00",Masivo,23/04/25,Humana
34455554805,Contribuyente 0317,22025,3960552731,LO,"13.399.514,00",12,0,0,530090,Servicios de mensajerías.,"585.382,00","1,5","8.780,73",SI,3,"17.561,46","8.780,73",Masivo,23/04/25,Humana
32473327066,Contribuyente 0318,12025,3966016712,CM,"11.186.356,00",12,0,0,749009,"Actividades profesionales, científicas y técnicas n.c.p.","27.896,40",2,"557,93",SI,3,"836,89","278,96",Masivo,23/04/25,Humana
34608682012,Contribuyente 0319,22025,3934481253,CM,"7.323.398,00",12,0,0,749009,"Actividades profesionales, científicas y técnicas n.c.p.","33.475,68",2,"669,51",SI,3,"1.004,27","334,76",Masivo,23/04/25,Humana
36289643987,Contribuyente 0320,22025,3958639664,CM,"7.935.164,00",10,0,0,691001,Servicios jurídicos,"398.760,83","1,1","4.386,37",SI,3,"11.962,82","7.576,45",Masivo,23/04/25,Humana
29897672961,Contribuyente 0321,12025,3962163014,CM,"7.729.093,00",10,0,0,691001,Servicios jurídicos,"1.097.727,90","1,1","12.075,01",SI,3,"32.931,84","20.856,83",Masivo,23/04/25,Humana
31216557759,Contribuyente 0322,22025,3937376198,LO,"8.535.322,00",12,0,0,530090,Servicios de mensajerías.,"571.431,00","1,5","8.571,47",SI,3,"17.142,93","8.571,46",Masivo,23/04/25,Humana
26753911381,Contribuyente 0323,22025,3966006287,LO,"6.288.598,00",12,0,0,854990,Servicios de enseñanza n.c.p.,"377.600,00",2,"7.552,00",SI,3,"11.328,00","3.776,00",Masivo,23/04/25,Humana
23954740726,Contribuyente 0324,12025,3962188794,LO,"5.629.947,00",12,0,0,854990,Servicios de enseñanza n.c.p.,"1.062.400,00",2,"21.248,00",SI,3,"31.872,00","10.624,00",Masivo,23/04/25,Humana
35508113771,Contribuyente 0325,12025,3940134569,LO,"12.941.846,00",12,0,0,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares","1.150.000,00",3,"34.500,00",SI,6,"69.000,00","34.500,00",Masivo,23/04/25,Humana
